Class,component,sup,cpm,mis,misr,dir,omega
2.0,6.0,1.0,0.0,8.5,0.0,ao,3000.0
2.0,7.0,1.0,0.0,5.5,0.0,av,3000.0
2.0,8.0,1.0,0.0,6.5,0.0,vo,3000.0
2.0,9.0,1.0,0.0,5.5,0.0,vv,3000.0
2.0,10.0,3.0,0.0,13.0,0.0,ao,3000.0
2.0,11.0,3.0,0.0,5.5,0.0,av,3000.0
2.0,12.0,3.0,0.0,4.5,0.0,aa,3000.0
2.0,13.0,3.0,0.0,12.5,0.0,vo,3000.0
2.0,14.0,3.0,0.0,4.5,0.0,vv,3000.0
2.0,15.0,3.0,0.0,4.75,0.0,va,3000.0
2.0,16.0,4.0,0.0,11.0,0.0,ao,3000.0
2.0,17.0,4.0,0.0,2.5,0.0,av,3000.0
2.0,18.0,4.0,0.0,8.5,0.0,vo,3000.0
2.0,19.0,4.0,0.0,1.45,0.0,vv,3000.0
2.0,20.0,1.0,3000.0,0.45,0.0,io,3000.0
2.0,21.0,1.0,3000.0,0.35,0.0,iv,3000.0
2.0,22.0,3.0,6000.0,0.7,0.0,io,3000.0
2.0,23.0,3.0,9000.0,1.6,0.0,io,3000.0
2.0,24.0,3.0,9000.0,1.2,0.0,iv,3000.0
2.0,25.0,3.0,12000.0,0.9,0.0,iv,3000.0
2.0,26.0,3.0,18000.0,2.1,0.0,io,3000.0
2.0,27.0,3.0,27000.0,1.35,0.0,iv,3000.0
2.0,28.0,3.0,27000.0,2.4,0.0,ia,3000.0
2.0,29.0,3.0,30000.0,4.5,0.0,io,3000.0
2.0,30.0,4.0,3000.0,0.4,0.0,io,3000.0
2.0,31.0,4.0,6000.0,1.4,0.0,io,3000.0
2.0,32.0,4.0,9000.0,4.0,0.0,io,3000.0
2.0,33.0,4.0,18000.0,1.3,0.0,io,3000.0
2.0,34.0,1.0,6000.0,1.2,0.0,io,3000.0
2.0,35.0,4.0,27000.0,3.0,0.0,io,3000.0
2.0,36.0,1.0,9000.0,2.25,0.0,io,3000.0
2.0,37.0,1.0,18000.0,0.95,0.0,io,3000.0
2.0,38.0,1.0,18000.0,1.2,0.0,iv,3000.0
2.0,39.0,1.0,27000.0,4.15,0.0,io,3000.0
2.0,40.0,1.0,27000.0,3.7,0.0,iv,3000.0
2.0,41.0,1.0,32000.0,1.55,0.0,iv,3000.0
2.0,42.0,1.0,34000.0,1.5,0.0,io,3000.0
2.0,43.0,2.0,3000.0,0.4,0.0,io,3000.0
2.0,44.0,2.0,3000.0,0.75,0.0,iv,3000.0
2.0,45.0,2.0,3000.0,0.4,0.0,ia,3000.0
2.0,46.0,2.0,6000.0,1.4,0.0,io,3000.0
2.0,47.0,2.0,9000.0,1.9,0.0,io,3000.0
2.0,48.0,2.0,15000.0,0.8,0.0,iv,3000.0
2.0,49.0,2.0,15000.0,0.7,0.0,ia,3000.0
2.0,50.0,2.0,27000.0,1.2,0.0,ia,3000.0
2.0,51.0,2.0,29000.0,1.0,0.0,iv,3000.0
2.0,52.0,2.0,30000.0,3.5,0.0,io,3000.0
2.0,53.0,3.0,3000.0,1.2,0.0,io,3000.0
2.0,54.0,3.0,3000.0,0.4,0.0,iv,3000.0
2.0,55.0,3.0,3000.0,0.2,0.0,ia,3000.0
2.0,56.0,3.0,30000.0,4.5,0.0,ma,3000.0
2.0,0.0,2.0,0.0,7.5,0.0,ao,3000.0
2.0,1.0,2.0,0.0,8.0,0.0,av,3000.0
2.0,2.0,2.0,0.0,6.5,0.0,aa,3000.0
2.0,3.0,2.0,0.0,5.0,0.0,vo,3000.0
2.0,4.0,2.0,0.0,8.0,0.0,vv,3000.0
2.0,5.0,2.0,0.0,9.5,0.0,va,3000.0
2.0,6.0,1.0,0.0,6.5,0.0,ao,3000.0
2.0,7.0,1.0,0.0,4.5,0.0,av,3000.0
2.0,8.0,1.0,0.0,5.5,0.0,vo,3000.0
2.0,9.0,1.0,0.0,5.25,0.0,vv,3000.0
2.0,10.0,1.0,6000.0,1.2,0.0,io,3000.0
2.0,11.0,1.0,27000.0,1.25,0.0,io,3000.0
2.0,12.0,1.0,32000.0,4.75,0.0,io,3000.0
2.0,13.0,1.0,32000.0,4.0,0.0,iv,3000.0
2.0,14.0,1.0,3000.0,0.2,0.0,io,3000.0
2.0,15.0,1.0,3000.0,0.35,0.0,iv,3000.0
2.0,16.0,1.0,36000.0,2.25,0.0,iv,3000.0
2.0,17.0,2.0,50000.0,1.75,0.0,io,3000.0
2.0,18.0,2.0,3000.0,0.5,0.0,io,3000.0
2.0,19.0,2.0,3000.0,0.6,0.0,iv,3000.0
2.0,20.0,2.0,3000.0,0.5,0.0,ia,3000.0
2.0,21.0,2.0,27000.0,1.75,0.0,io,3000.0
2.0,22.0,2.0,27000.0,4.5,0.0,iv,3000.0
2.0,23.0,2.0,27000.0,4.0,0.0,ia,3000.0
2.0,24.0,2.0,32000.0,5.5,0.0,iv,3000.0
2.0,25.0,2.0,32000.0,9.5,0.0,ia,3000.0
2.0,26.0,2.0,36000.0,2.75,0.0,io,3000.0
2.0,27.0,2.0,32000.0,9.5,0.0,ma,3000.0
2.0,0.0,2.0,0.0,11.0,0.0,ao,1500.0
2.0,1.0,2.0,0.0,11.0,0.0,av,1500.0
2.0,2.0,2.0,0.0,10.5,0.0,aa,1500.0
2.0,3.0,2.0,0.0,6.5,0.0,vo,1500.0
2.0,4.0,2.0,0.0,7.25,0.0,vv,1500.0
2.0,5.0,2.0,0.0,4.75,0.0,va,1500.0
2.0,6.0,1.0,0.0,6.5,0.0,ao,1500.0
2.0,7.0,1.0,0.0,7.5,0.0,av,1500.0
2.0,8.0,1.0,0.0,4.0,0.0,vo,1500.0
2.0,9.0,1.0,0.0,5.5,0.0,vv,1500.0
2.0,10.0,3.0,0.0,19.0,0.0,ao,1500.0
2.0,11.0,3.0,0.0,4.5,0.0,av,1500.0
2.0,12.0,3.0,0.0,4.5,0.0,aa,1500.0
2.0,13.0,3.0,0.0,5.75,0.0,vo,1500.0
2.0,14.0,3.0,0.0,4.25,0.0,vv,1500.0
2.0,15.0,3.0,0.0,3.75,0.0,va,1500.0
2.0,16.0,4.0,0.0,21.0,0.0,ao,1500.0
2.0,17.0,4.0,0.0,3.5,0.0,aa,1500.0
2.0,18.0,4.0,0.0,7.5,0.0,vo,1500.0
2.0,19.0,4.0,0.0,3.75,0.0,va,1500.0
2.0,20.0,1.0,3000.0,0.4,0.0,iv,1500.0
2.0,21.0,3.0,1500.0,1.2,0.0,io,1500.0
2.0,22.0,3.0,6000.0,0.5,0.0,io,1500.0
2.0,23.0,3.0,15000.0,1.45,0.0,io,1500.0
2.0,24.0,3.0,15000.0,0.6,0.0,iv,1500.0
2.0,25.0,3.0,22000.0,1.25,0.0,ia,1500.0
2.0,26.0,3.0,32000.0,2.6,0.0,iv,1500.0
2.0,27.0,3.0,32000.0,1.8,0.0,ia,1500.0
2.0,28.0,3.0,38000.0,2.2,0.0,io,1500.0
2.0,29.0,4.0,15000.0,1.4,0.0,io,1500.0
2.0,30.0,4.0,15000.0,0.2,0.0,ia,1500.0
2.0,31.0,4.0,6000.0,0.7,0.0,io,1500.0
2.0,32.0,4.0,15000.0,1.65,0.0,io,1500.0
2.0,33.0,4.0,32000.0,1.2,0.0,ia,1500.0
2.0,34.0,4.0,34000.0,3.2,0.0,io,1500.0
2.0,35.0,4.0,23000.0,0.9,0.0,ia,1500.0
2.0,36.0,4.0,40000.0,2.25,0.0,iv,1500.0
2.0,37.0,1.0,6000.0,1.15,0.0,io,1500.0
2.0,38.0,1.0,7.0,0.8,0.0,iv,1500.0
2.0,39.0,1.0,9000.0,0.9,0.0,iv,1500.0
2.0,40.0,1.0,15000.0,0.9,0.0,io,1500.0
2.0,41.0,1.0,15000.0,3.5,0.0,iv,1500.0
2.0,42.0,1.0,30000.0,1.5,0.0,io,1500.0
2.0,43.0,1.0,30000.0,2.05,0.0,iv,1500.0
2.0,44.0,1.0,1500.0,0.25,0.0,iv,1500.0
2.0,45.0,2.0,1500.0,0.25,0.0,io,1500.0
2.0,46.0,2.0,1500.0,0.6,0.0,iv,1500.0
2.0,47.0,2.0,1500.0,0.45,0.0,ia,1500.0
2.0,48.0,4.0,22000.0,1.9,0.0,io,1500.0
2.0,49.0,2.0,3000.0,0.6,0.0,ia,1500.0
2.0,50.0,2.0,6000.0,1.2,0.0,io,1500.0
2.0,51.0,2.0,6000.0,0.9,0.0,ia,1500.0
2.0,52.0,2.0,9000.0,0.9,0.0,iv,1500.0
2.0,53.0,2.0,15000.0,2.45,0.0,io,1500.0
2.0,54.0,2.0,15000.0,2.25,0.0,iv,1500.0
2.0,55.0,2.0,15000.0,2.85,0.0,ia,1500.0
2.0,56.0,2.0,25000.0,1.5,0.0,ia,1500.0
2.0,57.0,2.0,27000.0,2.15,0.0,io,1500.0
2.0,58.0,2.0,35000.0,4.5,0.0,iv,1500.0
2.0,59.0,2.0,35000.0,4.5,0.0,ma,1500.0
2.0,0.0,2.0,0.0,5.0,0.0,ao,1500.0
2.0,1.0,2.0,0.0,4.0,0.0,aa,1500.0
2.0,2.0,2.0,0.0,1.95,0.0,vo,1500.0
2.0,3.0,2.0,0.0,0.9,0.0,va,1500.0
2.0,4.0,1.0,0.0,6.0,0.0,ao,1500.0
2.0,5.0,1.0,0.0,1.6,0.0,vo,1500.0
2.0,6.0,3.0,0.0,14.0,0.0,ao,1500.0
2.0,7.0,3.0,0.0,7.0,0.0,aa,1500.0
2.0,8.0,3.0,0.0,15.0,0.0,vo,1500.0
2.0,9.0,3.0,0.0,9.5,0.0,va,1500.0
2.0,10.0,4.0,0.0,11.0,0.0,ao,1500.0
2.0,11.0,4.0,0.0,14.5,0.0,vo,1500.0
2.0,12.0,3.0,15000.0,1.65,0.0,io,1500.0
2.0,13.0,1.0,6000.0,1.3,0.0,io,1500.0
2.0,14.0,3.0,24000.0,1.75,0.0,ia,1500.0
2.0,15.0,1.0,30000.0,0.4,0.0,io,1500.0
2.0,16.0,3.0,32000.0,4.5,0.0,io,1500.0
2.0,17.0,3.0,32000.0,4.5,0.0,ia,1500.0
2.0,18.0,3.0,45000.0,6.5,0.0,io,1500.0
2.0,19.0,3.0,46000.0,2.5,0.0,ia,1500.0
2.0,20.0,4.0,1500.0,0.6,0.0,io,1500.0
2.0,21.0,4.0,15000.0,1.5,0.0,io,1500.0
2.0,22.0,4.0,30000.0,2.5,0.0,io,1500.0
2.0,23.0,4.0,38000.0,10.0,0.0,io,1500.0
2.0,24.0,2.0,6000.0,1.5,0.0,io,1500.0
2.0,25.0,2.0,32000.0,0.65,0.0,io,1500.0
2.0,26.0,3.0,1500.0,0.4,0.0,io,1500.0
2.0,27.0,4.0,38000.0,10.0,0.0,ma,1500.0
2.0,0.0,2.0,0.0,704.0,0.0,ao,3000.0
2.0,1.0,2.0,0.0,9.0,0.0,aa,3000.0
2.0,2.0,2.0,0.0,9.5,0.0,vo,3000.0
2.0,3.0,2.0,0.0,2.3,0.0,va,3000.0
2.0,4.0,3.0,0.0,16.5,0.0,ao,3000.0
2.0,5.0,3.0,0.0,4.0,0.0,vo,3000.0
2.0,6.0,1.0,0.0,10.0,0.0,ao,3000.0
2.0,7.0,1.0,0.0,3.75,0.0,vo,3000.0
2.0,8.0,4.0,0.0,7.5,0.0,ao,3000.0
2.0,9.0,4.0,0.0,5.5,0.0,aa,3000.0
2.0,10.0,4.0,0.0,2.75,0.0,vo,3000.0
2.0,11.0,4.0,0.0,2.7,0.0,va,3000.0
2.0,12.0,2.0,34000.0,6.25,0.0,io,3000.0
2.0,13.0,2.0,36000.0,0.9,0.0,ia,3000.0
2.0,14.0,3.0,3000.0,2.6,0.0,io,3000.0
2.0,15.0,1.0,3000.0,0.8,0.0,io,3000.0
2.0,16.0,3.0,6000.0,1.8,0.0,io,3000.0
2.0,17.0,1.0,6000.0,1.8,0.0,io,3000.0
2.0,18.0,3.0,22000.0,1.1,0.0,io,3000.0
2.0,19.0,4.0,3000.0,0.75,0.0,io,3000.0
2.0,20.0,4.0,3000.0,0.7,0.0,ia,3000.0
2.0,21.0,4.0,6000.0,1.65,0.0,io,3000.0
2.0,22.0,4.0,33000.0,0.75,0.0,io,3000.0
2.0,23.0,4.0,34000.0,1.75,0.0,ia,3000.0
2.0,24.0,1.0,34000.0,1.85,0.0,io,3000.0
2.0,25.0,2.0,3000.0,1.4,0.0,io,3000.0
2.0,26.0,2.0,3000.0,1.35,0.0,ia,3000.0
2.0,27.0,2.0,6000.0,1.45,0.0,io,3000.0
2.0,28.0,2.0,6000.0,0.75,0.0,ia,3000.0
2.0,29.0,2.0,34000.0,6.25,0.0,ma,3000.0
2.0,0.0,1.0,0.0,3.5,0.0,ao,3000.0
2.0,1.0,1.0,0.0,3.5,0.0,av,3000.0
2.0,2.0,1.0,0.0,4.5,0.0,vo,3000.0
2.0,3.0,1.0,0.0,3.2,0.0,vv,3000.0
2.0,4.0,2.0,0.0,3.0,0.0,ao,3000.0
2.0,5.0,2.0,0.0,3.5,0.0,av,3000.0
2.0,6.0,2.0,0.0,3.0,0.0,aa,3000.0
2.0,7.0,2.0,0.0,2.8,0.0,vo,3000.0
2.0,8.0,2.0,0.0,2.5,0.0,vv,3000.0
2.0,9.0,2.0,0.0,4.5,0.0,va,3000.0
2.0,10.0,3.0,0.0,11.0,0.0,ao,3000.0
2.0,11.0,3.0,0.0,6.0,0.0,aa,3000.0
2.0,12.0,3.0,0.0,4.2,0.0,vo,3000.0
2.0,13.0,3.0,0.0,2.4,0.0,va,3000.0
2.0,14.0,4.0,0.0,7.5,0.0,ao,3000.0
2.0,15.0,4.0,0.0,3.4,0.0,vo,3000.0
2.0,16.0,1.0,6000.0,0.7,0.0,io,3000.0
2.0,17.0,4.0,3000.0,1.0,0.0,io,3000.0
2.0,18.0,1.0,22000.0,1.0,0.0,iv,3000.0
2.0,19.0,1.0,35000.0,0.45,0.0,io,3000.0
2.0,20.0,1.0,36000.0,3.6,0.0,io,3000.0
2.0,21.0,2.0,3000.0,0.35,0.0,iv,3000.0
2.0,22.0,2.0,3000.0,0.2,0.0,ia,3000.0
2.0,23.0,2.0,6000.0,0.7,0.0,io,3000.0
2.0,24.0,2.0,18000.0,0.8,0.0,iv,3000.0
2.0,25.0,1.0,3000.0,0.25,0.0,io,3000.0
2.0,26.0,1.0,3000.0,0.35,0.0,iv,3000.0
2.0,27.0,2.0,27000.0,1.2,0.0,iv,3000.0
2.0,28.0,2.0,27000.0,1.35,0.0,ia,3000.0
2.0,29.0,4.0,32000.0,2.45,0.0,io,3000.0
2.0,30.0,2.0,24000.0,0.85,0.0,io,3000.0
2.0,31.0,2.0,35000.0,2.1,0.0,io,3000.0
2.0,32.0,2.0,36000.0,4.0,0.0,ia,3000.0
2.0,33.0,3.0,3000.0,1.7,0.0,io,3000.0
2.0,34.0,3.0,3000.0,0.8,0.0,ia,3000.0
2.0,35.0,3.0,9000.0,0.8,0.0,io,3000.0
2.0,36.0,3.0,32000.0,2.95,0.0,io,3000.0
2.0,37.0,3.0,32000.0,1.9,0.0,ia,3000.0
2.0,38.0,2.0,36000.0,4.0,0.0,ma,3000.0
2.0,0.0,1.0,0.0,3.5,0.0,ao,3000.0
2.0,1.0,1.0,0.0,3.5,0.0,vo,3000.0
2.0,2.0,2.0,0.0,5.0,0.0,ao,3000.0
2.0,3.0,2.0,0.0,5.0,0.0,aa,3000.0
2.0,4.0,2.0,0.0,3.4,0.0,vo,3000.0
2.0,5.0,2.0,0.0,3.0,0.0,va,3000.0
2.0,6.0,3.0,0.0,9.5,0.0,ao,3000.0
2.0,7.0,3.0,0.0,9.5,0.0,av,3000.0
2.0,8.0,3.0,0.0,7.0,0.0,vo,3000.0
2.0,9.0,3.0,0.0,4.5,0.0,vv,3000.0
2.0,10.0,4.0,0.0,5.0,0.0,ao,3000.0
2.0,11.0,4.0,0.0,5.0,0.0,vo,3000.0
2.0,12.0,1.0,13000.0,1.15,0.0,io,3000.0
2.0,13.0,4.0,26000.0,2.25,0.0,io,3000.0
2.0,14.0,1.0,36000.0,1.4,0.0,io,3000.0
2.0,15.0,1.0,50000.0,1.8,0.0,io,3000.0
2.0,16.0,2.0,3000.0,0.35,0.0,io,3000.0
2.0,17.0,2.0,13000.0,1.4,0.0,io,3000.0
2.0,18.0,2.0,13000.0,1.35,0.0,ia,3000.0
2.0,19.0,2.0,24000.0,1.4,0.0,io,3000.0
2.0,20.0,1.0,3000.0,0.3,0.0,io,3000.0
2.0,21.0,2.0,28000.0,2.5,0.0,ia,3000.0
2.0,22.0,4.0,36000.0,1.15,0.0,io,3000.0
2.0,23.0,2.0,50000.0,0.95,0.0,io,3000.0
2.0,24.0,3.0,3000.0,0.6,0.0,io,3000.0
2.0,25.0,3.0,3000.0,0.9,0.0,iv,3000.0
2.0,26.0,3.0,13000.0,2.5,0.0,io,3000.0
2.0,27.0,3.0,13000.0,1.4,0.0,iv,3000.0
2.0,28.0,3.0,24000.0,2.7,0.0,io,3000.0
2.0,29.0,3.0,24000.0,1.35,0.0,iv,3000.0
2.0,30.0,3.0,40000.0,1.3,0.0,io,3000.0
2.0,31.0,3.0,40000.0,2.0,0.0,iv,3000.0
2.0,32.0,4.0,3000.0,0.3,0.0,io,3000.0
2.0,33.0,4.0,13000.0,0.6,0.0,io,3000.0
2.0,34.0,3.0,24000.0,2.7,0.0,ma,3000.0
2.0,0.0,2.0,0.0,8.5,0.0,ao,3000.0
2.0,1.0,2.0,0.0,14.0,0.0,av,3000.0
2.0,2.0,2.0,0.0,6.5,0.0,aa,3000.0
2.0,3.0,2.0,0.0,6.5,0.0,vo,3000.0
2.0,4.0,2.0,0.0,17.5,0.0,vv,3000.0
2.0,5.0,2.0,0.0,3.75,0.0,va,3000.0
2.0,6.0,3.0,0.0,5.5,0.0,ao,3000.0
2.0,7.0,3.0,0.0,3.5,0.0,av,3000.0
2.0,8.0,3.0,0.0,2.5,0.0,vo,3000.0
2.0,9.0,3.0,0.0,1.2,0.0,vv,3000.0
2.0,10.0,1.0,0.0,7.5,0.0,ao,3000.0
2.0,11.0,1.0,0.0,14.0,0.0,av,3000.0
2.0,12.0,1.0,0.0,4.4,0.0,vo,3000.0
2.0,13.0,1.0,0.0,13.5,0.0,vv,3000.0
2.0,14.0,4.0,0.0,3.5,0.0,ao,3000.0
2.0,15.0,4.0,0.0,1.4,0.0,vo,3000.0
2.0,16.0,1.0,6000.0,1.8,0.0,io,3000.0
2.0,17.0,2.0,36000.0,1.8,0.0,io,3000.0
2.0,18.0,1.0,12000.0,1.0,0.0,io,3000.0
2.0,19.0,1.0,12000.0,1.4,0.0,iv,3000.0
2.0,20.0,1.0,23000.0,6.0,0.0,iv,3000.0
2.0,21.0,1.0,24000.0,2.05,0.0,io,3000.0
2.0,22.0,1.0,28000.0,2.0,0.0,iv,3000.0
2.0,23.0,1.0,36000.0,1.1,0.0,io,3000.0
2.0,24.0,1.0,46000.0,0.55,0.0,iv,3000.0
2.0,25.0,1.0,3000.0,0.2,0.0,io,3000.0
2.0,26.0,1.0,3000.0,0.45,0.0,iv,3000.0
2.0,27.0,2.0,3000.0,0.4,0.0,io,3000.0
2.0,28.0,2.0,3000.0,0.75,0.0,iv,3000.0
2.0,29.0,2.0,3000.0,0.6,0.0,ia,3000.0
2.0,30.0,2.0,42000.0,1.9,0.0,iv,3000.0
2.0,31.0,2.0,6000.0,1.9,0.0,io,3000.0
2.0,32.0,2.0,12000.0,2.0,0.0,iv,3000.0
2.0,33.0,2.0,13500.0,1.05,0.0,io,3000.0
2.0,34.0,2.0,15000.0,0.95,0.0,ia,3000.0
2.0,35.0,2.0,24000.0,9.0,0.0,iv,3000.0
2.0,36.0,2.0,24000.0,2.1,0.0,ia,3000.0
2.0,37.0,2.0,28000.0,2.9,0.0,io,3000.0
2.0,38.0,2.0,24000.0,9.0,0.0,ma,3000.0
2.0,0.0,2.0,0.0,5.0,0.0,ao,3000.0
2.0,1.0,2.0,0.0,3.5,0.0,av,3000.0
2.0,2.0,2.0,0.0,3.0,0.0,aa,3000.0
2.0,3.0,2.0,0.0,2.15,0.0,vo,3000.0
2.0,4.0,2.0,0.0,2.6,0.0,vv,3000.0
2.0,5.0,2.0,0.0,1.95,0.0,va,3000.0
2.0,6.0,1.0,0.0,5.5,0.0,ao,3000.0
2.0,7.0,1.0,0.0,4.0,0.0,av,3000.0
2.0,8.0,1.0,0.0,2.4,0.0,vo,3000.0
2.0,9.0,1.0,0.0,1.55,0.0,vv,3000.0
2.0,10.0,3.0,0.0,3.5,0.0,ao,3000.0
2.0,11.0,3.0,0.0,4.5,0.0,av,3000.0
2.0,12.0,3.0,0.0,4.0,0.0,aa,3000.0
2.0,13.0,3.0,0.0,3.5,0.0,vo,3000.0
2.0,14.0,3.0,0.0,6.0,0.0,vv,3000.0
2.0,15.0,3.0,0.0,3.4,0.0,va,3000.0
2.0,16.0,4.0,0.0,3.5,0.0,ao,3000.0
2.0,17.0,4.0,0.0,7.5,0.0,av,3000.0
2.0,18.0,4.0,0.0,3.25,0.0,vo,3000.0
2.0,19.0,4.0,0.0,8.5,0.0,vv,3000.0
2.0,20.0,1.0,6000.0,1.45,0.0,io,3000.0
2.0,21.0,1.0,6000.0,0.45,0.0,iv,3000.0
2.0,22.0,3.0,30000.0,2.4,0.0,io,3000.0
2.0,23.0,3.0,30000.0,4.25,0.0,iv,3000.0
2.0,24.0,4.0,12000.0,0.8,0.0,io,3000.0
2.0,25.0,4.0,12000.0,0.9,0.0,iv,3000.0
2.0,26.0,4.0,24000.0,2.25,0.0,io,3000.0
2.0,27.0,4.0,24000.0,8.5,0.0,iv,3000.0
2.0,28.0,1.0,12000.0,0.6,0.0,iv,3000.0
2.0,29.0,1.0,15000.0,0.5,0.0,io,3000.0
2.0,30.0,1.0,24000.0,0.9,0.0,io,3000.0
2.0,31.0,1.0,24000.0,0.7,0.0,iv,3000.0
2.0,32.0,1.0,30000.0,0.5,0.0,io,3000.0
2.0,33.0,2.0,3000.0,0.4,0.0,iv,3000.0
2.0,34.0,2.0,6000.0,1.35,0.0,io,3000.0
2.0,35.0,2.0,6000.0,0.25,0.0,iv,3000.0
2.0,36.0,2.0,6000.0,0.2,0.0,ia,3000.0
2.0,37.0,1.0,3000.0,0.35,0.0,io,3000.0
2.0,38.0,1.0,3000.0,0.45,0.0,iv,3000.0
2.0,39.0,2.0,12000.0,0.8,0.0,iv,3000.0
2.0,40.0,4.0,30000.0,1.4,0.0,io,3000.0
2.0,41.0,2.0,15000.0,0.45,0.0,io,3000.0
2.0,42.0,2.0,24000.0,0.75,0.0,io,3000.0
2.0,43.0,2.0,24000.0,0.8,0.0,ia,3000.0
2.0,44.0,2.0,30000.0,2.25,0.0,iv,3000.0
2.0,45.0,2.0,34000.0,1.0,0.0,ia,3000.0
2.0,46.0,3.0,12000.0,1.3,0.0,io,3000.0
2.0,47.0,3.0,12000.0,0.8,0.0,iv,3000.0
2.0,48.0,3.0,12000.0,1.3,0.0,ia,3000.0
2.0,49.0,3.0,24000.0,1.5,0.0,io,3000.0
2.0,50.0,3.0,24000.0,4.0,0.0,iv,3000.0
2.0,51.0,3.0,24000.0,2.35,0.0,ia,3000.0
2.0,52.0,4.0,24000.0,8.5,0.0,ma,3000.0
2.0,0.0,1.0,0.0,3.5,0.0,ao,1500.0
2.0,1.0,1.0,0.0,3.5,0.0,av,1500.0
2.0,2.0,1.0,0.0,1.95,0.0,vo,1500.0
2.0,3.0,1.0,0.0,1.8,0.0,vv,1500.0
2.0,4.0,2.0,0.0,3.5,0.0,ao,1500.0
2.0,5.0,2.0,0.0,4.0,0.0,av,1500.0
2.0,6.0,2.0,0.0,5.5,0.0,aa,1500.0
2.0,7.0,2.0,0.0,2.2,0.0,vo,1500.0
2.0,8.0,2.0,0.0,2.05,0.0,vv,1500.0
2.0,9.0,2.0,0.0,2.15,0.0,va,1500.0
2.0,10.0,3.0,0.0,11.0,0.0,ao,1500.0
2.0,11.0,3.0,0.0,9.0,0.0,av,1500.0
2.0,12.0,3.0,0.0,7.5,0.0,aa,1500.0
2.0,13.0,3.0,0.0,6.0,0.0,vo,1500.0
2.0,14.0,3.0,0.0,12.0,0.0,vv,1500.0
2.0,15.0,3.0,0.0,7.75,0.0,va,1500.0
2.0,16.0,4.0,0.0,5.5,0.0,ao,1500.0
2.0,17.0,4.0,0.0,5.5,0.0,aa,1500.0
2.0,18.0,4.0,0.0,2.1,0.0,vo,1500.0
2.0,19.0,4.0,0.0,6.0,0.0,va,1500.0
2.0,20.0,1.0,14000.0,1.4,0.0,io,1500.0
2.0,21.0,1.0,14000.0,0.45,0.0,iv,1500.0
2.0,22.0,3.0,16000.0,2.3,0.0,iv,1500.0
2.0,23.0,3.0,35000.0,2.95,0.0,io,1500.0
2.0,24.0,3.0,36000.0,7.25,0.0,iv,1500.0
2.0,25.0,3.0,36000.0,6.5,0.0,ia,1500.0
2.0,26.0,4.0,1500.0,0.4,0.0,io,1500.0
2.0,27.0,4.0,7500.0,0.7,0.0,io,1500.0
2.0,28.0,4.0,29000.0,3.4,0.0,ia,1500.0
2.0,29.0,1.0,18000.0,0.75,0.0,iv,1500.0
2.0,30.0,1.0,30000.0,0.7,0.0,io,1500.0
2.0,31.0,2.0,7500.0,0.95,0.0,iv,1500.0
2.0,32.0,2.0,7500.0,0.9,0.0,ia,1500.0
2.0,33.0,2.0,14000.0,1.2,0.0,io,1500.0
2.0,34.0,2.0,14000.0,1.1,0.0,ia,1500.0
2.0,35.0,2.0,16000.0,1.2,0.0,ia,1500.0
2.0,36.0,2.0,24000.0,0.75,0.0,io,1500.0
2.0,37.0,2.0,24000.0,0.65,0.0,ia,1500.0
2.0,38.0,2.0,28000.0,0.9,0.0,iv,1500.0
2.0,39.0,2.0,30000.0,0.95,0.0,io,1500.0
2.0,40.0,1.0,7500.0,0.75,0.0,iv,1500.0
2.0,41.0,2.0,32000.0,0.75,0.0,iv,1500.0
2.0,42.0,4.0,36000.0,1.7,0.0,io,1500.0
2.0,43.0,4.0,36000.0,4.8,0.0,ia,1500.0
2.0,44.0,2.0,36000.0,0.7,0.0,ia,1500.0
2.0,45.0,3.0,1500.0,0.7,0.0,io,1500.0
2.0,46.0,3.0,1500.0,0.5,0.0,iv,1500.0
2.0,47.0,3.0,7500.0,0.9,0.0,io,1500.0
2.0,48.0,3.0,7500.0,1.1,0.0,ia,1500.0
2.0,49.0,3.0,13500.0,1.1,0.0,io,1500.0
2.0,50.0,3.0,36000.0,7.25,0.0,ma,1500.0
2.0,0.0,2.0,0.0,10.5,0.0,ao,3000.0
2.0,1.0,2.0,0.0,9.0,0.0,aa,3000.0
2.0,2.0,2.0,0.0,3.0,0.0,vo,3000.0
2.0,3.0,2.0,0.0,1.85,0.0,va,3000.0
2.0,4.0,3.0,0.0,6.0,0.0,ao,3000.0
2.0,5.0,3.0,0.0,8.1,0.0,av,3000.0
2.0,6.0,3.0,0.0,7.8,0.0,aa,3000.0
2.0,7.0,3.0,0.0,6.0,0.0,vo,3000.0
2.0,8.0,3.0,0.0,5.6,0.0,vv,3000.0
2.0,9.0,1.0,0.0,12.0,0.0,ao,3000.0
2.0,10.0,1.0,0.0,2.9,0.0,vo,3000.0
2.0,11.0,4.0,0.0,6.5,0.0,ao,3000.0
2.0,12.0,4.0,0.0,4.5,0.0,aa,3000.0
2.0,13.0,4.0,0.0,3.45,0.0,vo,3000.0
2.0,14.0,4.0,0.0,3.3,0.0,va,3000.0
2.0,15.0,1.0,6100.0,2.1,0.0,io,3000.0
2.0,16.0,3.0,15000.0,0.9,0.0,io,3000.0
2.0,17.0,3.0,15000.0,0.7,0.0,iv,3000.0
2.0,18.0,3.0,21000.0,1.4,0.0,iv,3000.0
